Denominazione,Indirizzo,Coordinate
167 - SCUOLA PRIMARIA PARITARIA MONTESSORI SAN GIUSTO,Trieste - Via Monte San Gabriele 34,"13° 47' 11.18'' E, 45° 39' 31.34'' N"
168 - SCUOLA DELL'INFANZIA PARITARIA MARCO TEDESCHI,Trieste - Via del Monte 3,"13° 46' 27.91'' E, 45° 38' 57.10'' N"
169 - SCUOLA PRIMARIA PARITARIA I.S. MORPURGO,Trieste - Via del Monte 3/5,"13° 46' 28.38'' E, 45° 38' 57.04'' N"
170 - SCUOLA DELL'INFANZIA PARITARIA ISTITUTO SACRO CUORE,Trieste - Via Tommaso Grossi 8,"13° 46' 29.32'' E, 45° 38' 49.45'' N"
171 - SCUOLA PRIMARIA PARITARIA ISTITUTO SACRO CUORE,Trieste - Via Tommaso Grossi 8,"13° 46' 29.54'' E, 45° 38' 49.13'' N"
172 - SCUOLA DELL'INFANZIA PARITARIA ARMIDA BARELLI,Trieste - Viale della III armata 22,"13° 45' 48.42'' E, 45° 38' 36.35'' N"
173 - SCUOLA DELL'INFANZIA PARITARIA MARIA AUSILIATRICE,Trieste - Via dell'Istria 55,"13° 47' 05.52'' E, 45° 38' 15.49'' N"
174 - SCUOLA DELL'INFANZIA PARITARIA CASA DELLA FANCIULLA,Trieste - Via dell'Istria 61,"13° 47' 07.09'' E, 45° 38' 11.29'' N"
175 - SCUOLA DELL'INFANZIA PARITARIA EUROPEAN SCHOOL,Trieste - Via Ovidio 49,"13° 46' 47.53'' E, 45° 39' 45.69'' N"
176 - SCUOLA PRIMARIA PARITARIA EUROPEAN SCHOOL,Trieste - Via Ovidio 49,"13° 46' 46.95'' E, 45° 39' 45.69'' N"
177 - SCUOLA PRIMARIA PRIVATA INTERNATIONAL SCHOOL,Opicina - Via di Conconello 16,"13° 47' 32.36'' E, 45° 40' 58.46'' N"
178 - SCUOLA DELL'INFANZIA PARITARIA ANCELLE DELLA CARITA',Trieste - Via di Scorcola 7,"13° 46' 44.41'' E, 45° 39' 28.97'' N"
179 - SCUOLA PRIMARIA PARITARIA ANCELLE DELLA CARITA',Trieste - Via di Scorcola 7,"13° 46' 45.06'' E, 45° 39' 28.69'' N"
180 - CENTRO DI FORMAZIONE PROFESSIONALE IAL FVG ,Trieste - Via Pondares 5,"13° 46' 42.15'' E, 45° 38' 49.77'' N"
