Denominazione,Indirizzo,Coordinate
025 - SCUOLA SECONDARIA DI 2° GRADO ODORICO MATTIUSSI,Pordenone - Via Fontane 2,"12° 39' 41.97'' E, 45° 57' 53.53'' N"
026 - IPSIA L.ZANUSSI,Pordenone - Via Molinari 46/A,"12° 39' 23.78'' E, 45° 57' 50.76'' N"
028 - SCUOLA SECONDARIA DI 2° GRADO LIVIO ZANUSSI,Pordenone - Via Molinari 46/A,"12° 39' 24.59'' E, 45° 57' 51.03'' N"
029 - SCUOLA SECONDARIA DI 2° GRADO M. GRIGOLETTI,Pordenone - Via Interna 12,"12° 39' 45.45'' E, 45° 58' 14.70'' N"
030 - SCUOLA SECONDARIA DI 2° GRADO M. GRIGOLETTI,Pordenone - Via Interna 12,"12° 39' 47.65'' E, 45° 58' 10.89'' N"
031 - SCUOLA SECONDARIA DI 2° GRADO J.F.KENNEDY - ITSTS,Pordenone - Via Interna 7,"12° 39' 36.99'' E, 45° 58' 05.97'' N"
032 - SCUOLA SECONDARIA DI 2° GRADO SANDRO PERTINI,Pordenone - Via Interna 2,"12° 39' 38.72'' E, 45° 57' 57.87'' N"
033 - SCUOLA SECONDARIA DI 2° GRADO J.F.KENNEDY - ITSTS,Pordenone - Via Interna 7,"12° 39' 34.43'' E, 45° 58' 09.25'' N"
034 - SCUOLA SECONDARIA DI 2° GRADO GIACOMO LEOPARDI,Pordenone - Via Poffabro 1/a,"12° 39' 27.00'' E, 45° 58' 20.15'' N"
035 - SCUOLA SECONDARIA DI 2° GRADO ETTORE MAJORANA,Pordenone - Via Poffabro 1,"12° 39' 23.60'' E, 45° 58' 21.60'' N"
036 - SCUOLA SECONDARIA DI 2° GRADO GIACOMO LEOPARDI,Pordenone - Via Borgo San Antonio,"12° 39' 26.68'' E, 45° 57' 22.96'' N"
038 - SCUOLA PRIMARIA RORAI GRANDE M. GRIGOLETTI,Pordenone - Via Maggiore 20,"12° 38' 14.03'' E, 45° 57' 48.81'' N"
039 - SCUOLA DELL'INFANZIA VITTORIO EMANUELE II,Pordenone - Viale Martelli 15,"12° 39' 47.25'' E, 45° 57' 28.08'' N"
040 - SCUOLA DELL'INFANZIA DI PORDENONE - VIA BEATA DOMICILLA,Pordenone - Via Beata Domicilla,"12° 40' 07.43'' E, 45° 57' 37.17'' N"
041 - SCUOLA DELL'INFANZIA PARITARIA GIUSEPPE LOZER - controllare localizzazione,Pordenone - Via Vittorio Veneto 5,"12° 40' 50.89'' E, 45° 58' 03.86'' N"
042 - SCUOLA DELL'INFANZIA PARITARIA SACRO CUORE,Pordenone - Piazzale Sacro Cuore 4,"12° 39' 19.15'' E, 45° 58' 25.52'' N"
043 - SCUOLA DELL'INFANZIA PARITARIA SAN GIORGIO,Pordenone - Largo San Giorgio 7/A,"12° 39' 29.85'' E, 45° 57' 38.73'' N"
044 - SCUOLA DELL'INFANZIA PARITARIA SANTA LUCIA,Pordenone - Via Asilo di Rorai,"12° 38' 10.96'' E, 45° 57' 52.48'' N"
045 - SCUOLA DELL'INFANZIA PARITARIA SANTA MARIA GORETTI - controllare localizzazione,Pordenone - Via Meduna 32,"12° 40' 38.26'' E, 45° 57' 01.81'' N"
046 - SCUOLA PRIMARIA PARITARIA ELISABETTA VENDRAMINI,Pordenone - Via Beata Elisabetta Vendramini 2,"12° 39' 34.68'' E, 45° 57' 15.22'' N"
047 - SCUOLA PRIMARIA PARITARIA SAN GIORGIO - controllare localizzazione,Pordenone - Via Grigoletti 3,"12° 39' 30.68'' E, 45° 57' 38.79'' N"
048 - SCUOLA SECONDARIA DI 1° GRADO EX TERZO DRUSIN,Pordenone - Via vesalio 11,"12° 39' 44.90'' E, 45° 56' 52.53'' N"
049 - SCUOLA SECONDARIA DI 1° GRADO DON BOSCO - controllare localizzazione,Pordenone - Via Grigoletti 3,"12° 39' 31.13'' E, 45° 57' 39.52'' N"
050 - SCUOLA SECONDARIA DI 1° GRADO PARITARIA ALISABETTA VENDRAMINI,,"12° 39' 33.58'' E, 45° 57' 14.89'' N"
051 - CENTRO DI FORMAZIONE PROFESSIONALE OPERA SACRA FAMIGLIA,Pordenone - Viale de la Comina 25,"12° 38' 21.33'' E, 45° 59' 37.00'' N"
052 - CENTRO DI FORMAZIONE PROFESSIONALE IAL FVG,Pordenone - Viale Grigoletti 3,"12° 39' 12.36'' E, 45° 57' 45.84'' N"
053 - SCUOLA SECONDARIA DI 2° GRADO ETTORE MAJORANA,Pordenone - Via maestri del lavoro 2,"12° 39' 24.15'' E, 45° 57' 47.03'' N"
054 - SCUOLA SECONDARIA DI 2° GRADO I.T. TUR.,Pordenone - Via Galileo Ferraris 2,"12° 40' 08.27'' E, 45° 58' 25.39'' N"
055 - SCUOLA SECONDARIA DI 2° GRADO FRANCESCO FLORA - IPSCT,Pordenone - Via Galileo Ferraris 2,"12° 40' 09.42'' E, 45° 58' 24.01'' N"
056 - SCUOLA SECONDARIA DI 2° GRADO ETTORE MAJORANA,Pordenone - Via Borgo San Antonio,"12° 39' 28.60'' E, 45° 57' 23.93'' N"
057 - ASILO NIDO IL GERMOGLIO,Rorai-Cappuccini - Via Auronzo 8,"12° 38' 15.44'' E, 45° 58' 08.49'' N"
058 - ASILO NIDO L'AQUILONE,Torre - Via Generale A. Cantore 9,"12° 40' 37.23'' E, 45° 58' 07.26'' N"
